"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact/Talk Group","Contact/Talk Group Call Type","Contact/Talk Group TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Digital Duplex","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Idle TX","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana APRS Mute","Send Talker Alias DMR/NX","AnaAprsTxPath","ARC4","ex_emg_kind","Rpga_Mdc","DisturEn","DisturFreq","dmr_crc_ignore","compand","tx_talkalaes","dup_call","tx_int","BtRxState","idle_tx","nxdn_wn","NxdnRpga","nxdnSqCon","NxdnTxBusy","NxDnPttId","EnRan","DeRan","NxdnEncry","NxdnGroupId","NxdnIdNum","NxdnStateNum","txcc"
"534","Bridge 2 CHB","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Bridge 2","Group Call","3100","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"535","California 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","California 1","Group Call","3106","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"536","Canada 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Canada 2","Group Call","302","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"537","Cascades 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Cascades 1","Group Call","3191","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"538","I-5 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","I-5 1","Group Call","3168","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"539","Idaho 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Idaho 1","Group Call","3116","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"540","Local 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"541","Metro 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"542","Montana 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Montana 2","Group Call","3130","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"543","Mountain 2 CHB","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Mountain 2","Group Call","3177","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"544","N.America 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","N.America 2","Group Call","3163","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"545","Net 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Net 2","Group Call","31002","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"546","Oregon 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"547","PNW 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","PNW 1","Group Call","3187","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"548","PNW 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"549","PNW Rgnl 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"550","Parrot 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"551","SoCal 2 CHB","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","SoCal 2","Group Call","31066","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"552","TAC 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","TAC 1","Group Call","8951","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"553","TAC 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","TAC 2","Group Call","8952","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"554","TAC 3 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","TAC 3","Group Call","8953","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"555","TAC 310 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","TAC 310","Group Call","310","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"556","TAC 311 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","TAC 311","Group Call","311","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"557","TAC 312 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","TAC 312","Group Call","312","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"558","USA 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","USA 2","Group Call","1776","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"559","Washington 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Washington 1","Group Call","3153","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"560","Washington 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Washington 2","Group Call","103153","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"561","WW7STR Tgr Mtn 2","146.87500","146.27500","D-Digital","Low","12.5K","Off","Off","Simplex 99","Group Call","99","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","None","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"562","Audio Test 2 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Audio Test 2","Group Call","9999","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"563","BC 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","BC 1","Group Call","3027","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"564","Bridge 2 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Bridge 2","Group Call","3100","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"565","Cascades 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Cascades 1","Group Call","3191","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"566","Idaho 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Idaho 1","Group Call","3116","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"567","Local 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"568","Metro 2 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"569","Montana 2 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Montana 2","Group Call","3130","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"570","Oregon 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"571","PNW 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","PNW 1","Group Call","3187","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"572","PNW 2 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"573","PNW Rgnl 2 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"574","Parrot 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"575","TAC 1 COM","146.90000","146.30000","D-Digital","Low","12.5K","Off","Off","TAC 1","Group Call","8951","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
