family,family_label,measurement_context,measurement_context_label,service,service_label,configuration,configuration_label,source,coverage_status,minimum_swr,median_swr,maximum_swr,coverage_at_or_below_2_percent,coverage_at_or_below_3_percent
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,6m,6m amateur,rh789:setting-6,setting 6,broadband,gap,26.05857895818777,58.82004227637218,98.50672785285445,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,fm-broadcast,FM broadcast,rh789:setting-2,setting 2,averaged_zoom,partial only,1.4091793441830658,4.2354464808086725,16.888061617115714,19.1904047976012,37.23138430784608
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,civil-air,Civil air,rh789:setting-6,setting 6,broadband,gap,10.931288904197528,27.997589509109996,46.81058904631718,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,2m,2m amateur,rh789:setting-6,setting 6,averaged_zoom,gap,4.512775808361196,4.787819506075034,5.150218793270766,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,vhf-lmr,VHF LMR,rh789:setting-5,setting 5,averaged_zoom,partial only,2.011130833396138,3.5882911668896957,9.484617465472379,0.0,39.53023488255872
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,marine-vhf,Marine VHF,rh789:setting-5,setting 5,averaged_zoom,broad <=3:1,2.050857269636443,2.3473917198775274,3.3743041223598884,0.0,91.30869130869131
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,railroad,Railroad,rh789:setting-5,setting 5,averaged_zoom,broad <=3:1,2.139207989980587,2.1834898833053393,2.2353328334051334,0.0,100.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,noaa-weather,NOAA weather,rh789:setting-5,setting 5,averaged_zoom,broad <=3:1,2.3775722539601523,2.397057246026605,2.4192461977114075,0.0,100.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,1.25m,1.25m amateur,rh789:setting-3,setting 3,averaged_zoom,broad <=3:1,2.385730468680234,2.5399174212755784,2.624404052231737,0.0,100.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,military-air,Military air,rh789:setting-2,setting 2,broadband,partial only,1.7966941471532438,6.3971610118673015,130.52405193277156,4.402825694102185,29.34121899129292
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,federal-uhf,Federal UHF,rh789:setting-4,setting 4,averaged_zoom,broad <=3:1,1.2961437652269472,1.7359191746354468,2.3824299654591883,71.56421789105447,100.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,70cm,70cm amateur,rh789:setting-6,setting 6,broadband,partial only,1.8647933790205884,4.50590426931552,12.388679693747257,3.9272030651340994,27.586206896551722
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,uhf-lmr,UHF LMR,rh789:setting-6,setting 6,averaged_zoom,broad <=2:1,1.0920098542598429,1.3705023651539798,1.8701703087777022,100.0,100.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,t-band,T-band,rh789:setting-3,setting 3,averaged_zoom,broad <=3:1,1.367716408394086,1.6265760206684499,2.633032659385258,76.83079230192452,100.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,700-public-safety-downlink,700 MHz public safety,rh789:setting-5,setting 5,broadband,gap,31.703976344440186,48.06789823532607,93.09242711993612,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,800-public-safety-downlink,800 MHz public safety,rh789:setting-1,setting 1,broadband,gap,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,33cm,33cm amateur,rh789:setting-3,setting 3,broadband,gap,6.362604321288504,89.35174749395472,very poor / outside calibrated dynamic range,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,900-trunking-downlink,900 MHz trunking,rh789:setting-4,setting 4,broadband,gap,13.317018387665989,16.290409328936573,27.327643953048568,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,uat-978,UAT 978,rh789:setting-4,setting 4,broadband,gap,6.5292772814271505,7.728108681173969,25.661452997558793,0.0,0.0
rh789,RH789 telescopic,handheld_bench,Handheld bench fixture,ads-b-1090,ADS-B 1090,rh789:setting-1,setting 1,broadband,gap,3.789852774828803,5.763544632858926,7.337658510358323,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,6m,6m amateur,tid-td771,with SMA-to-BNC adapter,broadband,gap,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,fm-broadcast,FM broadcast,tid-td771,with SMA-to-BNC adapter,broadband,gap,11.107511246608547,19.41459327759742,24.50604604059581,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,civil-air,Civil air,tid-td771,with SMA-to-BNC adapter,broadband,gap,5.131000113814059,6.319168599552821,9.044547036251757,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,2m,2m amateur,tid-td771,with SMA-to-BNC adapter,broadband,gap,5.8221345689996244,6.4765883358548155,7.3274292007219985,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,vhf-lmr,VHF LMR,tid-td771,with SMA-to-BNC adapter,broadband,gap,8.195994376003483,11.144905878954798,12.219515480258421,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,marine-vhf,Marine VHF,tid-td771,with SMA-to-BNC adapter,broadband,gap,10.200173400511602,10.966316841475846,11.287871800472134,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,railroad,Railroad,tid-td771,with SMA-to-BNC adapter,broadband,gap,10.995043240986456,11.16965113738288,11.287871800472134,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,noaa-weather,NOAA weather,tid-td771,with SMA-to-BNC adapter,broadband,gap,11.033510555901158,11.15211966744221,11.215991789685377,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,1.25m,1.25m amateur,tid-td771,with SMA-to-BNC adapter,averaged_zoom,broad <=2:1,1.2289332407651439,1.2639625895286597,1.3149991980175988,100.0,100.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,military-air,Military air,tid-td771,with SMA-to-BNC adapter,averaged_zoom,isolated resonance,1.3123594880700005,16.828729304674862,very poor / outside calibrated dynamic range,8.069193080691932,15.498450154984502
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,federal-uhf,Federal UHF,tid-td771,with SMA-to-BNC adapter,averaged_zoom,partial only,2.0207327497739294,2.9425787261564342,5.044908359772307,0.0,52.023988005997005
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,70cm,70cm amateur,tid-td771,with SMA-to-BNC adapter,averaged_zoom,partial only,1.9241793286667819,3.593194572973185,10.617947148401035,9.630123292235922,40.0866377874042
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,uhf-lmr,UHF LMR,tid-td771,with SMA-to-BNC adapter,broadband,gap,6.094450584743091,17.239892009507454,32.0538586597093,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,t-band,T-band,tid-td771,with SMA-to-BNC adapter,broadband,gap,17.43791188309602,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,700-public-safety-downlink,700 MHz public safety,tid-td771,with SMA-to-BNC adapter,broadband,gap,6.851786787489442,7.121557337710049,7.655351418296179,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,800-public-safety-downlink,800 MHz public safety,tid-td771,with SMA-to-BNC adapter,broadband,gap,4.512634149246762,4.728471801469582,4.942635298582443,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,33cm,33cm amateur,tid-td771,with SMA-to-BNC adapter,broadband,gap,2.8856016198472907,4.141311582992105,5.810418791344933,0.0,0.11049723756906077
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,900-trunking-downlink,900 MHz trunking,tid-td771,with SMA-to-BNC adapter,broadband,gap,3.679954451951441,3.838190780107726,4.21538185379436,0.0,0.0
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,uat-978,UAT 978,tid-td771,with SMA-to-BNC adapter,broadband,gap,2.7765734207605335,3.4884136684752587,4.512089922148375,0.0,0.7194244604316546
tid-td771,TID TD771,handheld_bench,Handheld bench fixture,ads-b-1090,ADS-B 1090,tid-td771,with SMA-to-BNC adapter,broadband,partial only,2.4398454448007496,3.0163626803690136,3.5587512158871184,0.0,35.97122302158273
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,6m,6m amateur,diamond-srh77ca,with BNC adapter,broadband,gap,258.8065759828915,437.11692824609065,622.1230294991614,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,fm-broadcast,FM broadcast,diamond-srh77ca,with BNC adapter,broadband,isolated resonance,1.811188194472302,10.926880199086668,36.956422127129464,3.3045977011494254,11.494252873563218
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,civil-air,Civil air,diamond-srh77ca,with BNC adapter,broadband,gap,47.91603207374114,81.61448337434351,108.8937476509708,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,2m,2m amateur,diamond-srh77ca,with BNC adapter,broadband,gap,64.03129335482996,79.91517793495649,104.75581871224192,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,vhf-lmr,VHF LMR,diamond-srh77ca,with BNC adapter,broadband,gap,22.923752103522066,59.50463169446245,142.24603958314677,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,marine-vhf,Marine VHF,diamond-srh77ca,with BNC adapter,broadband,gap,59.50463169446245,78.05247528219786,98.9942750447338,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,railroad,Railroad,diamond-srh77ca,with BNC adapter,broadband,gap,60.11837572714878,66.78151364121409,78.05247528219786,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,noaa-weather,NOAA weather,diamond-srh77ca,with BNC adapter,broadband,gap,53.217331892680654,56.288635302119594,57.67212359633029,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,1.25m,1.25m amateur,diamond-srh77ca,with BNC adapter,averaged_zoom,broad <=2:1,1.3300938347490574,1.395089859778762,1.4613932309073578,100.0,100.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,military-air,Military air,diamond-srh77ca,with BNC adapter,averaged_zoom,isolated resonance,1.2292686588707056,10.9096883877141,44.44066931305098,6.54934506549345,16.0983901609839
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,federal-uhf,Federal UHF,diamond-srh77ca,with BNC adapter,averaged_zoom,partial only,1.864752546569735,2.6934246744552284,3.9994700069903653,6.946526736631684,64.8175912043978
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,70cm,70cm amateur,diamond-srh77ca,with BNC adapter,averaged_zoom,broad <=3:1,1.457444299041468,1.858109539764812,4.019074681603611,57.44751749416861,83.03898700433189
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,uhf-lmr,UHF LMR,diamond-srh77ca,with BNC adapter,broadband,gap,3.3117480679813154,4.58726984064603,5.875311760450526,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,t-band,T-band,diamond-srh77ca,with BNC adapter,broadband,gap,4.439984040739408,6.5803133376990415,9.357681229409513,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,700-public-safety-downlink,700 MHz public safety,diamond-srh77ca,with BNC adapter,broadband,gap,30.410904975484517,35.66783555352966,54.85933839954904,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,800-public-safety-downlink,800 MHz public safety,diamond-srh77ca,with BNC adapter,broadband,gap,11.755515991790594,13.697337735849484,15.562629607463096,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,33cm,33cm amateur,diamond-srh77ca,with BNC adapter,broadband,gap,3.2415433895844035,5.135525463484092,6.181235200507175,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,900-trunking-downlink,900 MHz trunking,diamond-srh77ca,with BNC adapter,broadband,gap,4.415662278121459,4.586939585832625,5.125908667980591,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,uat-978,UAT 978,diamond-srh77ca,with BNC adapter,broadband,gap,3.513069957518607,4.276800068293066,4.552010487917958,0.0,0.0
diamond-srh77ca,Diamond SRH77CA,handheld_bench,Handheld bench fixture,ads-b-1090,ADS-B 1090,diamond-srh77ca,with BNC adapter,broadband,gap,2.837933229683081,3.149529414725673,3.2861031494966917,0.0,0.7194244604316546
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,6m,6m amateur,generic-extendable:setting-3,setting 3,broadband,gap,2.2196284253527208,155.5117252138352,very poor / outside calibrated dynamic range,0.0,12.142857142857142
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,fm-broadcast,FM broadcast,generic-extendable:setting-4,setting 4,broadband,partial only,1.0278572348602828,3.431177151685989,14.365174904401071,22.701149425287355,41.666666666666664
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,civil-air,Civil air,generic-extendable:setting-3,setting 3,broadband,isolated resonance,1.6481513476341494,59.067557377488626,very poor / outside calibrated dynamic range,5.900151285930408,14.372163388804841
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,2m,2m amateur,generic-extendable:setting-10,setting 10,broadband,gap,35.3840662248502,41.88886649696339,51.83226976806671,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,vhf-lmr,VHF LMR,generic-extendable:setting-6,setting 6,broadband,gap,23.99535535231444,44.29883480876289,92.3596854481714,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,marine-vhf,Marine VHF,generic-extendable:setting-6,setting 6,broadband,gap,44.30515147886262,56.70342224359095,76.16500224166268,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,railroad,Railroad,generic-extendable:setting-6,setting 6,broadband,gap,45.24383955564604,48.1662307236396,53.84893139833243,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,noaa-weather,NOAA weather,generic-extendable:setting-6,setting 6,broadband,gap,42.0802363340147,43.172644950122844,43.638602194583335,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,1.25m,1.25m amateur,generic-extendable:setting-4,setting 4,broadband,gap,6.1373500631279,6.54303941295685,7.309361368091341,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,military-air,Military air,generic-extendable:setting-3,setting 3,broadband,isolated resonance,1.007320404498676,17.775538774112604,very poor / outside calibrated dynamic range,6.620666995235748,13.29061935271891
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,federal-uhf,Federal UHF,generic-extendable:setting-1,setting 1,averaged_zoom,gap,3.3431641738428928,4.659164438672707,6.6353167695936675,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,70cm,70cm amateur,generic-extendable:setting-3,setting 3,broadband,partial only,2.62687024550414,4.181322545164461,12.389793200031708,0.0,20.114942528735632
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,uhf-lmr,UHF LMR,generic-extendable:setting-3,setting 3,broadband,partial only,2.6448071169439706,3.345535862264291,4.121626441976199,0.0,29.928057553956833
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,t-band,T-band,generic-extendable:setting-3,setting 3,broadband,gap,2.974589843299617,6.134666411913668,10.752716687904252,0.0,0.06844626967830253
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,700-public-safety-downlink,700 MHz public safety,generic-extendable:setting-8,setting 8,broadband,gap,20.570692873184196,23.406683704686507,26.23696063828464,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,800-public-safety-downlink,800 MHz public safety,generic-extendable:setting-2,setting 2,broadband,isolated resonance,1.0618890439789468,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,6.8690095846645365,13.89776357827476
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,33cm,33cm amateur,generic-extendable:setting-8,setting 8,broadband,gap,4.249018111520114,6.221604502255767,9.660201481856511,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,900-trunking-downlink,900 MHz trunking,generic-extendable:setting-8,setting 8,broadband,gap,5.040844100959882,5.5083839394690655,5.947802283838503,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,uat-978,UAT 978,generic-extendable:setting-9,setting 9,broadband,gap,4.165880611773095,4.94211472400632,5.66856828261232,0.0,0.0
generic-extendable,Generic extendable whip,handheld_bench,Handheld bench fixture,ads-b-1090,ADS-B 1090,generic-extendable:setting-10,setting 10,broadband,gap,2.9711906522062685,3.71027839234753,4.175811755067112,0.0,0.7194244604316546
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,6m,6m amateur,uniden-sds150-stock,stock with adapter,broadband,gap,16081.777290214446,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,fm-broadcast,FM broadcast,uniden-sds150-stock,stock with adapter,broadband,gap,2.725329205289619,6.566533639460408,21.01070259303694,0.0,13.793103448275861
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,civil-air,Civil air,uniden-sds150-stock,stock with adapter,broadband,gap,53.68024314728631,143.67914757200643,327.2654471600975,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,2m,2m amateur,uniden-sds150-stock,stock with adapter,broadband,gap,162.33634349547518,238.04824647229378,550.138920617826,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,vhf-lmr,VHF LMR,uniden-sds150-stock,stock with adapter,broadband,gap,2.6859683309750837,29.564460249437644,very poor / outside calibrated dynamic range,0.0,10.89820359281437
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,marine-vhf,Marine VHF,uniden-sds150-stock,stock with adapter,broadband,gap,29.78555634902546,69.66927055998725,221.74818011590193,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,railroad,Railroad,uniden-sds150-stock,stock with adapter,broadband,gap,33.777469154925846,42.75580414825144,58.90913309263852,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,noaa-weather,NOAA weather,uniden-sds150-stock,stock with adapter,broadband,gap,25.650008127019714,25.956631680748703,26.646889039009604,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,1.25m,1.25m amateur,uniden-sds150-stock,stock with adapter,broadband,gap,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,military-air,Military air,uniden-sds150-stock,stock with adapter,broadband,gap,4.055638417431019,very poor / outside calibrated dynamic range,very poor / outside calibrated dynamic range,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,federal-uhf,Federal UHF,uniden-sds150-stock,stock with adapter,averaged_zoom,broad <=3:1,1.0947740072839829,1.8780239007465516,3.0218525087883905,55.77211394302849,98.90054972513744
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,70cm,70cm amateur,uniden-sds150-stock,stock with adapter,averaged_zoom,partial only,1.0545070067441282,3.214707714525424,5.532081019210208,31.789403532155948,47.317560813062315
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,uhf-lmr,UHF LMR,uniden-sds150-stock,stock with adapter,averaged_zoom,broad <=3:1,1.8020646941997152,2.120090098561936,3.631172112735001,37.68115942028985,89.30534732633683
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,t-band,T-band,uniden-sds150-stock,stock with adapter,broadband,gap,2.340296092990029,4.620774451173295,6.007208717239837,0.0,12.525667351129364
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,700-public-safety-downlink,700 MHz public safety,uniden-sds150-stock,stock with adapter,broadband,gap,8.842141786256153,9.079737157517846,9.323330991254474,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,800-public-safety-downlink,800 MHz public safety,uniden-sds150-stock,stock with adapter,broadband,gap,5.390096382969823,5.719072846829635,5.913386670875645,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,33cm,33cm amateur,uniden-sds150-stock,stock with adapter,broadband,gap,3.0144056860884305,3.6256042597235876,4.071925941895934,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,900-trunking-downlink,900 MHz trunking,uniden-sds150-stock,stock with adapter,broadband,gap,3.068795128046708,3.176072065547376,3.3584855141812526,0.0,0.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,uat-978,UAT 978,uniden-sds150-stock,stock with adapter,broadband,broad <=3:1,2.387408569808326,2.532434567971973,2.6823676343432727,0.0,100.0
uniden-sds150-stock,Uniden SDS150 stock rubber duck,handheld_bench,Handheld bench fixture,ads-b-1090,ADS-B 1090,uniden-sds150-stock,stock with adapter,broadband,broad <=3:1,2.472920452085307,2.5961115661579135,2.7728858402251,0.0,100.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,6m,6m amateur,taurus-triband-vehicle,installed on vehicle,broadband,gap,4.200249398278073,5.126478680359158,8.217029279599643,0.0,0.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,fm-broadcast,FM broadcast,taurus-triband-vehicle,installed on vehicle,broadband,gap,6.855140417942043,8.72243433700499,10.943110661411552,0.0,0.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,civil-air,Civil air,taurus-triband-vehicle,installed on vehicle,broadband,gap,5.259613611656336,6.1713685060123415,7.947684089563394,0.0,0.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,2m,2m amateur,taurus-triband-vehicle,installed on vehicle,averaged_zoom,gap,4.054170020675967,4.198534658967219,4.275586556078916,0.0,0.0
